1520946761000,15000
1520946776000,0
1520947076000,0
1520947376000,0
1520947676000,0
1520947976000,0
1520948276000,0
1520948576000,0
1520948876000,0
1520949176000,0
1520949476000,0
1520949776000,0
1520950076000,0
1520950376000,0
1520950676000,0
1520950976000,0
1520951276000,0
1520951576000,0
1520951876000,0
1520952176000,0
1520952476000,0
1520952776000,0
1520953076000,0
1520953376000,0
1520953676000,0
1520953976000,0
1520954276000,0
1520954576000,0
1520954876000,0
1520955176000,0
1520955476000,0
1520955776000,0
1520956076000,0
1520956376000,0
1520956676000,0
1520956976000,0
1520957276000,0
1520957576000,0
1520957876000,0
1520958176000,0
1520958476000,0
1520958776000,0
1520959076000,0
1520959376000,0
1520959676000,0
1520959976000,0
1520960276000,0
1520960576000,0
1520960876000,0
1520961176000,0
1520961476000,0
1520961776000,0
1520962076000,0
1520962376000,0
1520962676000,0
1520962976000,0
1520963276000,0
1520963576000,0
1520963876000,0
1520964176000,0
1520964476000,0
1520964776000,0
1520965076000,0
1520965376000,0
1520965676000,0
1520965976000,0
1520966276000,0
1520966576000,0
1520966876000,0
1520967176000,0
1520967476000,0
1520967776000,0
1520968076000,0
1520968376000,0
1520968676000,0
1520968976000,0
1520969276000,0
1520969576000,0
1520969876000,0
1520970176000,0
1520970476000,0
1520970776000,0
1520971076000,0
1520971376000,0
1520971676000,0
1520971976000,0
1520972276000,0
1520972576000,0
1520972876000,0
1520973176000,0
1520973476000,0
1520973776000,0
1520974076000,0
1520974376000,0
1520974676000,0
1520974976000,0
1520975276000,0
1520975576000,0
1520975876000,0
1520976176000,0
1520976476000,0
1520976776000,0
1520977076000,0
1520977376000,0
1520977676000,0
1520977976000,0
1520978276000,0
1520978576000,0
1520978876000,0
1520979176000,0
1520979476000,0
1520979776000,0
1520980076000,0
1520980376000,0
1520980676000,0
1520980976000,0
1520981276000,0
1520981576000,0
1520981876000,0
1520982176000,0
1520982476000,0
1520982776000,0
1520983076000,0
1520983376000,0
1520983676000,0
1520983976000,0
1520984276000,0
1520984576000,0
1520984876000,0
1520985176000,0
1520985476000,0
1520985776000,0
1520986076000,0
1520986376000,0
1520986676000,0
1520986976000,0
1520987276000,0
1520987576000,0
1520987876000,0
1520988176000,0
1520988476000,0
1520988776000,0
1520989076000,0
1520989376000,0
1520989676000,0
1520989976000,0
1520990276000,0
1520990576000,0
1520990876000,0
1520991176000,0
1520991476000,0
1520991776000,0
1520992076000,0
1520992376000,0
1520992676000,0
1520992976000,0
1520993276000,0
1520993576000,0
1520993876000,0
1520994176000,0
1520994476000,0
1520994776000,0
1520995076000,0
1520995376000,0
1520995676000,0
1520995976000,0
1520996276000,0
1520996576000,0
1520996876000,0
1520997176000,0
1520997476000,0
1520997776000,0
1520998076000,0
1520998209000,2000
1520998211000,0
1520998511000,0
1520998811000,0
1520999111000,0
1520999411000,0
1520999711000,0
1521000011000,0
1521000311000,0
1521000611000,0
1521000911000,0
1521001211000,0
1521001511000,0
1521001811000,0
1521002111000,0
1521002411000,0
1521002711000,0
1521003011000,0
1521003311000,0
1521003611000,0
1521003911000,0
1521004211000,0
1521004511000,0
1521004811000,0
1521005111000,0
1521005411000,0
1521005711000,0
1521006011000,0
1521006311000,0
1521006611000,0
1521006911000,0
1521007211000,0
1521007511000,0
1521007811000,0
1521008111000,0
1521008411000,0
1521008711000,0
1521009011000,0
1521009311000,0
1521009611000,0
1521009911000,0
1521010211000,0
1521010511000,0
1521010811000,0
1521011111000,0
1521011411000,0
1521011711000,0
1521012011000,0
1521012311000,0
1521012611000,0
1521012911000,0
1521013211000,0
1521013511000,0
1521013811000,0
1521014111000,0
1521014411000,0
1521014711000,0
1521015011000,0
1521015311000,0
1521015611000,0
