1520946761,15
1520998209,2
1521084674,2
1521431353,1
1521513351,1
1521702755,2
1521776650,2
1522029259,2
1522113538,2
1522201095,1
1522388176,1
1522632566,2
1522719381,2
1522804198,1
1522892107,2
1522973719,1
1523322622,2
1528682040,2
1528852023,1
1529025820,1
1529197667,2
1529285491,2
1529370986,2
1529456689,1
1529544441,2
1529545895,2
1529630658,2
1529888562,2
1529975512,0
1530148791,2
1530236696,1
1530495345,2
1530580256,1
1530668235,2
1530841272,2
1530940877,2
1530998200,1
1531100180,2
1531186527,1
1531359494,1
1531444832,2
1531703230,2
1531962116,1
1532310382,2
1532393465,1
1532481272,2
1532567796,2
1532654889,1
1532921881,2
1532944522,1
1532999206,2
1533035660,2
1533085875,2
1533171030,2
1533451760,1
1533518718,2
1533604224,2
1533690321,2
1533718913,2910
1533768776,2
1533862895,2
1533869762,2
1533996872,2
1534095906,2
1534101979,2
1534103402,2
1534115423,2
1534118554,1
1534122078,2
1534152122,2
1534272538,1
1534334424,2
1534393194,2
1534441834,1
1534456613,1
1534462276,1
1534502045,1
1534503389,1
1534504855,2
1534509255,1
1534510721,2
1534555287,2
1534623025,2
1534734677,1
1534789620,1
1534831541,2
1534903232,1
1534913376,2
1534962039,2
1534988555,1
1535064320,1
1535099663,2
1535103329,2
1535134968,2
1535198882,2
1535211099,2
1535305321,2
1535316881,2
1535321449,2
1535326204,2
1535422020,2
1535430310,2
1535434137,2
1535485921,1
1535496641,1
1535560186,2
1535572777,1
1535624654,2
1535852047,2
1535886248,2
1535908571,2
1535923457,1
1536003067,2
1536037100,1
1536169514,2
1536199336,2
1536228560,1
1536307012,1
1536319230,2
1536472982,2
1536501775,2
1536526355,2
1536550908,2
1536552028,1
1536596066,2
1536615806,1
1536710715,1
1536736505,2
1536748291,2
1536866811,2
1536911225,2
1537018625,1
1537088203,2
1537111108,0
1537409111,2
1537451825,2
1537478077,2
1537484227,2
1537494724,2
1537580428,2
1537619493,1
1537627610,1
1537699305,2
1537707076,2
1537735229,1
1537757590,1
1537806513,2
1537868067,1
1537875676,1
1537956430,2
1538028671,2
1538046061,1
1538072041,1
1538102630,1
1538104595,1
1538115737,2
1538218182,2
1538230931,1
1538327280,2
1538398152,2
1538438731,2
1538476198,1
1538487010,2
1538492261,1
1538501490,2
1538542903,1
1538582238,1
1538582854,2
1538723625,1
1538727930,1
1538738963,1
1538806533,2
1538885255,2
1538931713,2
1538932875,2
1538933467,2
1538946865,2
1538960712,2
1538964036,1
1538969646,2
1538977236,1
1538982840,2
1538991378,2
1539044708,2
1539046534,2
1539086562,1
1539108543,2
1539110443,2
1539305743,2
1539354425,1
1539366292,2
1539387163,2
1539388446,1
1539400109,1
1539402994,1
1539456080,1
1539482249,1
1539533166,2
1539616370,1
1539638135,1
1539699728,1
1539700313,2
1539741950,2
1539764841,1
1539777468,2
1539795699,1
1539878038,1
1539884858,2
1539902401,2
1539910757,2
1539916805,1
1539920089,2
1539942032,2
1539946950,1
1539984489,1
1539991419,2
1540047840,2
1540111267,2
1540193590,2
1540201250,1
1540201878,1
1540214341,2
1540249152,2
1540323576,2
1540328653,2
1540385007,3
1540443000,2
1540470518,1
1540503228,2
1540504771,2
1540520371,2
1540542688,1
1540565477,2
1540590903,2
1540799339,1
1541026917,2
1541047279,1
1541054940,2
1541058303,2
1541065155,2
1541067196,1
1541133042,1
1541311768,2
1541326788,1
1541339061,2
1541385186,1
1541392720,1
1541397910,1
1541446882,2
1541450132,2
1541452802,1
1541455479,1
1541459274,2
1541568938,2
1541582875,2
1541616162,1
1541622962,1
1541723781,1
1541738380,1
1541793611,2
1541832083,1
1541851019,1
1541877583,2
1541892220,1
1541901756,2
1541906407,1
1541936675,2
1541943520,1
1541954657,1
